Date,Ta_mean,Std_err
1851-10,10.3,0.13
1851-11,0.9,0.1
1851-12,-1.5,0.09
1852-01,2.8,0.1
1852-02,2.9,0.12
1852-03,2.8,0.15
1852-04,8,0.19
1852-05,14.5,0.21
1852-06,16.7,0.23
1852-07,20.9,0.22
1852-08,17.9,0.19
1852-09,14.5,0.16
1852-10,9.3,0.13
1852-11,8.8,0.1
1852-12,4.9,0.09
1853-01,3.8,0.1
1853-02,-0.5,0.12
1853-03,0.6,0.15
1853-04,7.7,0.19
1853-05,12.9,0.21
1853-06,17.1,0.23
1853-07,19.9,0.22
1853-08,19.5,0.2
1853-09,14.9,0.16
1853-10,10.6,0.13
1853-11,4.2,0.1
1853-12,-4.2,0.1
1854-01,0.4,0.1
1854-02,-0.9,0.13
1854-03,4.8,0.15
1854-04,10.2,0.19
1854-05,14.4,0.22
1854-06,16.5,0.23
1854-07,19.2,0.22
1854-08,17.7,0.19
1854-09,15.5,0.16
1854-10,10.5,0.13
1854-11,2.8,0.1
1854-12,3.2,0.09
1855-01,-3.3,0.1
1855-02,-0.3,0.12
1855-03,4.5,0.15
1855-04,8.6,0.19
1855-05,12.5,0.22
1855-06,17.1,0.23
1855-07,18.2,0.22
1855-08,19.8,0.2
1855-09,14.9,0.16
1855-10,12,0.13
1855-11,3.3,0.1
1855-12,-1.8,0.1
1856-01,2.1,0.1
1856-02,2.8,0.12
1856-03,3.9,0.15
1856-04,10.7,0.19
1856-05,12.1,0.21
1856-06,18.6,0.23
1856-07,18.4,0.22
1856-08,21.4,0.19
1856-09,14.6,0.16
1856-10,10.7,0.13
1856-11,1.7,0.1
1856-12,1.6,0.1
1857-01,0,0.1
1857-02,0.6,0.12
1857-03,4.6,0.15
1857-04,9.1,0.19
1857-05,15,0.21
1857-06,17.7,0.23
1857-07,21.5,0.22
1857-08,19.3,0.19
1857-09,16.8,0.16
1857-10,11.1,0.13
1857-11,4.6,0.1
1857-12,0.9,0.09
1858-01,-3.4,0.1
1858-02,-0.8,0.13
1858-03,4.2,0.16
1858-04,11.4,0.19
1858-05,12,0.21
1858-06,21.3,0.23
1858-07,17.8,0.22
1858-08,18,0.19
1858-09,17.4,0.16
1858-10,10.4,0.13
1858-11,1.2,0.1
1858-12,2.2,0.1
1859-01,0.1,0.1
1859-02,3.2,0.12
1859-03,7.6,0.15
1859-04,10.2,0.19
1859-05,13.8,0.21
1859-06,18.1,0.23
1859-07,23.3,0.22
1859-08,21.5,0.19
1859-09,15.5,0.16
1859-10,11.7,0.13
1859-11,3.8,0.1
1859-12,-1.2,0.1
1860-01,3.5,0.1
1860-02,-1.2,0.12
1860-03,3.5,0.15
1860-04,7.7,0.19
1860-05,15,0.22
1860-06,17,0.23
1860-07,17.3,0.22
1860-08,17.8,0.19
1860-09,13.9,0.16
1860-10,9.5,0.13
1860-11,2.8,0.1
1860-12,1.6,0.09
1861-01,-4.2,0.1
1861-02,4.1,0.12
1861-03,6.1,0.15
1861-04,8.7,0.19
1861-05,13.4,0.21
1861-06,19.6,0.23
1861-07,19.4,0.22
1861-08,22.1,0.19
1861-09,15.2,0.16
1861-10,12,0.13
1861-11,5.5,0.1
1861-12,0.3,0.1
1862-01,0.8,0.1
1862-02,3.2,0.12
1862-03,8,0.15
1862-04,12.1,0.19
1862-05,16.4,0.23
1862-06,17,0.27
1862-07,20.2,0.22
1862-08,18.7,0.19
1862-09,16,0.16
1862-10,11.7,0.13
1862-11,4.8,0.1
1862-12,2.4,0.1
1863-01,3,0.1
1863-02,2.1,0.12
1863-03,5.4,0.15
1863-04,11.2,0.19
1863-05,15.1,0.21
1863-06,18.5,0.25
1863-07,19.6,0.25
1863-08,20.7,0.23
1863-09,14.2,0.2
1863-10,11.6,0.13
1863-11,5.6,0.1
1863-12,3,0.09
