Date,Ta_mean,Std_err
1852-12,3.1,0.07
1853-01,1.2,0.08
1853-02,-1.3,0.09
1853-03,0,0.11
1853-04,6.4,0.17
1853-05,11.6,0.22
1853-06,15.1,0.24
1853-07,18.1,0.23
1853-08,17.7,0.17
1853-09,13.3,0.14
1853-10,9.1,0.09
1853-11,4.1,0.08
1853-12,-4.3,0.08
1854-01,-1.6,0.08
1854-02,-1.9,0.09
1854-03,3,0.11
1854-04,8.4,0.17
1854-05,12.6,0.22
1854-06,14.6,0.24
1854-07,17.8,0.23
1854-08,16.6,0.17
1854-09,14.7,0.14
1854-10,9.1,0.09
1854-11,1.8,0.08
1854-12,1.1,0.08
1855-01,-3.9,0.08
1855-02,-0.3,0.09
1855-03,2.7,0.11
1855-04,6.9,0.17
1855-05,10.9,0.22
1855-06,15.3,0.24
1855-07,16.9,0.23
1855-08,18,0.18
1855-09,14.8,0.16
1855-10,10.4,0.12
1855-11,2.5,0.09
1855-12,-3.7,0.07
1856-01,0.6,0.08
1856-02,2,0.11
1856-03,3.9,0.13
1856-04,9.7,0.17
1856-05,11.1,0.22
1856-06,17.1,0.24
1856-07,17.5,0.23
1856-08,18.8,0.18
1856-09,12.8,0.15
1856-10,9.2,0.12
1856-11,1,0.08
1856-12,-0.5,0.07
1857-01,-1.8,0.07
1857-02,-1.8,0.12
1857-03,3.1,0.15
1857-04,6.8,0.19
1857-05,12.6,0.22
1857-06,15.5,0.24
1857-07,18.7,0.23
1857-08,17.6,0.2
1857-09,14.9,0.17
1857-10,10.2,0.13
1857-11,3.2,0.1
1857-12,-0.5,0.09
1858-01,-4.4,0.1
1858-02,-1.2,0.13
1858-03,3.5,0.15
1858-04,10.5,0.19
1858-05,11.1,0.21
1858-06,18.9,0.24
1858-07,16.8,0.23
1858-08,16.5,0.18
1858-09,15.6,0.16
1858-10,9.4,0.14
1858-11,0.1,0.14
1858-12,0.4,0.13
1859-01,-2.6,0.13
1859-02,0.6,0.15
1859-03,5.8,0.16
1859-04,8.5,0.18
1859-05,12.5,0.23
1859-06,16.5,0.24
1859-07,21.5,0.23
1859-08,19.9,0.18
1859-09,14.5,0.16
1859-10,10.1,0.14
1859-11,2.6,0.14
1859-12,-3.3,0.13
1860-01,1.2,0.13
1860-02,-3,0.15
1860-03,1.8,0.16
1860-04,7.1,0.18
1860-05,13.8,0.22
1860-06,15.9,0.24
1860-07,16.2,0.23
1860-08,15.8,0.18
1860-09,13.1,0.16
1860-10,8.1,0.14
1860-11,1.3,0.09
1860-12,-0.3,0.09
1861-01,-4.4,0.09
1861-02,1.9,0.1
1861-03,4.4,0.11
1861-04,8.1,0.13
1861-05,12.3,0.14
1861-06,17,0.15
1861-07,17.4,0.14
1861-08,19.5,0.13
1861-09,14.1,0.12
1861-10,10.9,0.1
1861-11,4.2,0.09
1861-12,-0.8,0.09
1862-01,-0.5,0.09
1862-02,1.5,0.1
1862-03,6.8,0.11
1862-04,11.1,0.13
1862-05,15.2,0.14
1862-06,15.4,0.14
1862-07,19,0.11
1862-08,17,0.11
1862-09,14.6,0.11
1862-10,10.7,0.1
1862-11,4.2,0.09
1862-12,0.7,0.09
1863-01,1.4,0.09
1863-02,1.7,0.1
1863-03,4.2,0.11
1863-04,10,0.13
1863-05,13.8,0.14
1863-06,16,0.15
1863-07,18,0.13
1863-08,19.2,0.11
1863-09,13.1,0.11
1863-10,10.1,0.1
1863-11,4.4,0.07
1863-12,1.6,0.14
