Date,Ta_mean,Std_err
1850-08,16.3,0.24
1850-09,11.6,0.19
1850-10,6.3,0.16
1850-11,4.9,0.15
1850-12,-0.6,0.15
1851-01,-0.6,0.16
1851-02,-0.7,0.17
1851-03,2,0.18
1851-04,7.9,0.22
1851-05,9.4,0.31
1851-06,16.8,0.34
1851-07,16.5,0.32
1851-08,16.9,0.28
1851-09,10.7,0.2
1851-10,8.7,0.14
1851-11,-0.8,0.1
1851-12,-5.7,0.09
1852-01,-1.2,0.1
1852-02,0.7,0.12
1852-03,1.2,0.15
1852-04,7.1,0.27
1852-05,12.8,0.31
1852-06,15.1,0.34
1852-07,19.1,0.32
1852-08,16.4,0.28
1852-09,13.5,0.23
1852-10,8.3,0.12
1852-11,7.2,0.1
1852-12,2.8,0.09
1853-01,0.8,0.1
1853-02,-1.7,0.12
1853-03,-0.2,0.15
1853-04,5.8,0.27
1853-05,10.7,0.31
1853-06,14.5,0.34
1853-07,17.7,0.32
1853-08,17.2,0.28
1853-09,13,0.24
1853-10,8.9,0.12
1853-11,3.4,0.1
1853-12,-4.5,0.09
1854-01,-2.4,0.1
1854-02,-2.9,0.12
1854-03,2.5,0.15
1854-04,8.3,0.27
1854-05,12.3,0.31
1854-06,14.6,0.34
1854-07,16.9,0.32
1854-08,15.7,0.28
1854-09,13.6,0.24
1854-10,8.6,0.12
1854-11,1.1,0.1
1854-12,0.9,0.09
1855-01,-4,0.1
1855-02,-0.3,0.13
1855-03,2.3,0.15
1855-04,6.5,0.27
1855-05,10.2,0.31
1855-06,14,0.35
1855-07,16.2,0.34
1855-08,18.4,0.3
1855-09,15.1,0.25
1855-10,10.2,0.2
1855-11,2.4,0.13
1855-12,-4,0.09
1856-01,-0.4,0.1
1856-02,1.5,0.18
1856-03,4,0.22
1856-04,8.9,0.28
1856-05,9.8,0.31
1856-06,16.8,0.34
1856-07,17.5,0.32
1856-08,19.1,0.28
1856-09,12.6,0.24
1856-10,8.7,0.18
1856-11,0.7,0.1
1856-12,-1.3,0.09
1857-01,-2.4,0.1
1857-02,-2.3,0.18
1857-03,2.7,0.22
1857-04,6.4,0.27
1857-05,12.2,0.31
1857-06,15.2,0.34
1857-07,18.6,0.33
1857-08,17.5,0.29
1857-09,14.6,0.24
1857-10,9.9,0.18
1857-11,3.1,0.1
1857-12,-0.9,0.09
1858-01,-4.9,0.12
1858-02,-1,0.18
1858-03,3.2,0.23
1858-04,10.3,0.28
1858-05,10.4,0.32
1858-06,18.3,0.39
1858-07,16.3,0.37
1858-08,16.3,0.26
1858-09,15.3,0.24
1858-10,9,0.22
1858-11,0,0.21
1858-12,-0.4,0.21
1859-01,-3.3,0.21
1859-02,0,0.24
1859-03,5.1,0.24
1859-04,8.2,0.27
1859-05,12.3,0.37
1859-06,16.4,0.39
1859-07,21.3,0.37
1859-08,19.9,0.26
1859-09,14.1,0.24
1859-10,9.8,0.22
1859-11,2,0.21
1859-12,-4.3,0.21
1860-01,1,0.21
1860-02,-3.4,0.23
1860-03,1.3,0.24
1860-04,6.3,0.27
1860-05,13.7,0.36
1860-06,15.5,0.39
1860-07,16.1,0.37
1860-08,15.5,0.26
1860-09,13.1,0.25
1860-10,8,0.21
1860-11,1.2,0.09
1860-12,-0.5,0.09
1861-01,-4.3,0.09
1861-02,1.8,0.09
1861-03,4.1,0.09
1861-04,7.5,0.1
1861-05,12,0.1
1861-06,16.6,0.1
1861-07,16.9,0.1
1861-08,19.5,0.1
1861-09,13.9,0.11
1861-10,10.9,0.08
1861-11,3.9,0.09
1861-12,-1.5,0.09
1862-01,-1.3,0.09
1862-02,0.8,0.09
1862-03,6.1,0.09
1862-04,10.4,0.1
1862-05,14.6,0.1
1862-06,14.8,0.1
1862-07,19,0.1
1862-08,16.6,0.1
1862-09,14.4,0.09
1862-10,10.7,0.08
1862-11,3.5,0.09
1862-12,-0.1,0.09
1863-01,0.7,0.09
1863-02,1.2,0.09
1863-03,3.5,0.09
1863-04,9.4,0.1
1863-05,13.6,0.1
1863-06,15.8,0.1
1863-07,18.2,0.1
1863-08,19,0.1
1863-09,12.9,0.09
1863-10,10.1,0.08
1863-11,3.8,0.09
1863-12,1.1,0.21
