Date,Ta_mean,Std_err
1849-04,6.4,0.2
1849-05,13.2,0.22
1849-06,18.5,0.24
1849-07,19,0.23
1849-08,17.5,0.21
1849-09,14.9,0.18
1849-10,10.6,0.13
1849-11,2.9,0.12
1849-12,0.1,0.1
1850-01,-2.3,0.11
1850-02,3.8,0.14
1850-03,2.6,0.16
1850-04,8.3,0.2
1850-05,11,0.22
1850-06,16.8,0.24
1850-07,18.3,0.23
1850-08,17.2,0.21
1850-09,13.2,0.18
1850-10,7.5,0.13
1850-11,5.8,0.12
1850-12,1.6,0.1
1851-01,0.7,0.11
1851-02,1.2,0.14
1851-03,3.7,0.16
1851-04,9.1,0.2
1851-05,10.3,0.22
1851-06,17.9,0.24
1851-07,16.7,0.23
1851-08,17.6,0.21
1851-09,11.5,0.18
1851-10,9.6,0.13
1851-11,0.5,0.12
1851-12,-3.2,0.1
1852-01,2.1,0.11
1852-02,2.3,0.13
1852-03,0.5,0.16
1852-04,8.3,0.2
1852-05,13,0.22
1852-06,15.7,0.24
1852-07,19.7,0.23
1852-08,16.6,0.2
1852-09,14,0.18
1852-10,9,0.13
1852-11,7.2,0.12
1852-12,3.2,0.1
1853-01,3.1,0.11
1853-02,-0.1,0.14
1853-03,0.7,0.16
1853-04,7.4,0.2
1853-05,11.3,0.22
1853-06,15.6,0.24
1853-07,18.6,0.23
1853-08,18.4,0.21
1853-09,13.7,0.18
1853-10,9.8,0.13
1853-11,5.4,0.12
1853-12,-1.6,0.1
1854-01,0,0.11
1854-02,-1,0.14
1854-03,4.7,0.16
1854-04,10.3,0.2
1854-05,13.3,0.22
1854-06,15.6,0.24
1854-07,18.1,0.23
1854-08,16.8,0.21
1854-09,15.1,0.18
1854-10,10.3,0.13
1854-11,3.4,0.12
1854-12,2.6,0.1
1855-01,-1.5,0.11
1855-02,1.8,0.14
1855-03,4.5,0.16
1855-04,7.9,0.2
1855-05,11.2,0.22
1855-06,15.8,0.24
1855-07,17.8,0.23
1855-08,19,0.21
1855-09,15.3,0.18
1855-10,11.2,0.13
1855-11,4.1,0.12
1855-12,-2.6,0.1
1856-01,2.4,0.11
1856-02,3,0.13
1856-03,4.7,0.16
1856-04,10,0.2
1856-05,10.7,0.22
1856-06,16.8,0.24
1856-07,18.2,0.23
1856-08,19.9,0.2
1856-09,13.5,0.18
1856-10,10.1,0.13
1856-11,2.5,0.12
1856-12,1.1,0.1
1857-01,-0.1,0.11
1857-02,-0.3,0.14
1857-03,4.3,0.16
1857-04,7.6,0.2
1857-05,13.1,0.22
1857-06,16.3,0.24
1857-07,20.7,0.23
1857-08,18.5,0.21
1857-09,16.1,0.18
1857-10,10.8,0.13
1857-11,5,0.12
1857-12,0.7,0.1
